age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,signed up,gender
60,management,married,tertiary,asian,no,13546,no,cellular,452,-1,1,m
39,management,single,secondary,hispanic,no,120,no,unknown,66,-1,0,f
46,self-employed,married,tertiary,black,no,2421,no,cellular,1084,100,1,m
31,technician,single,tertiary,white,no,1887,no,unknown,389,-1,0,m
50,services,divorced,tertiary,asian,no,580,no,unknown,88,-1,0,m
32,management,married,secondary,hispanic,no,134,no,cellular,181,-1,0,f
49,entrepreneur,divorced,primary,asian,yes,-736,no,cellular,305,-1,0,f
32,admin.,single,secondary,black,no,457,no,cellular,109,455,0,f
55,unemployed,married,primary,asian,no,8585,no,telephone,201,-1,0,f
44,blue-collar,married,primary,black,no,75,no,unknown,107,-1,0,m
56,admin.,divorced,secondary,hispanic,no,3869,no,cellular,79,-1,0,m
47,management,single,tertiary,black,no,0,no,cellular,138,-1,0,m
35,technician,single,secondary,black,no,7530,no,cellular,117,-1,0,m
21,student,single,secondary,white,no,215,no,cellular,382,89,1,m
42,housemaid,single,secondary,asian,no,578,no,telephone,44,-1,0,m
56,housemaid,married,primary,hispanic,no,0,no,cellular,102,-1,0,m
58,management,married,tertiary,black,no,0,no,cellular,85,-1,0,f
30,technician,single,tertiary,asian,no,2784,no,cellular,161,-1,0,m
47,management,married,tertiary,hispanic,no,186,no,cellular,70,-1,0,f
67,retired,married,secondary,black,no,203,no,cellular,405,266,1,m
56,admin.,married,unknown,black,no,1167,no,cellular,465,-1,0,m
25,management,single,tertiary,white,no,667,no,cellular,408,-1,0,m
34,admin.,single,secondary,white,no,303,no,cellular,282,126,1,m
42,management,married,tertiary,black,no,2463,no,cellular,183,-1,0,f
34,admin.,single,tertiary,asian,no,1077,no,cellular,218,151,0,f
30,services,married,secondary,asian,no,517,no,cellular,141,-1,1,m
41,housemaid,single,secondary,white,no,231,no,cellular,76,-1,0,m
49,blue-collar,married,primary,black,no,3478,no,cellular,165,-1,0,m
53,services,married,primary,hispanic,no,49,no,unknown,152,-1,0,f
55,services,married,secondary,white,no,76,no,cellular,356,-1,0,m
48,technician,divorced,secondary,white,no,-154,no,unknown,342,-1,0,m
29,self-employed,single,tertiary,white,no,7752,no,cellular,180,-1,0,m
47,management,married,tertiary,black,no,60,no,unknown,282,-1,0,m
29,management,married,tertiary,black,no,-45,no,cellular,180,-1,0,f
49,admin.,married,secondary,asian,no,3620,no,cellular,346,-1,0,m
57,technician,married,tertiary,white,no,27069,no,unknown,174,-1,0,f
50,housemaid,married,primary,hispanic,no,0,no,cellular,39,-1,0,f
32,management,married,tertiary,hispanic,no,124,no,unknown,193,-1,0,f
58,admin.,married,unknown,white,no,903,no,cellular,56,-1,0,f
41,self-employed,married,secondary,hispanic,no,13489,no,cellular,124,-1,0,m
53,admin.,married,secondary,hispanic,no,2955,no,unknown,605,-1,0,f
56,blue-collar,divorced,unknown,black,no,1363,no,unknown,54,-1,0,m
75,retired,married,primary,black,no,358,no,cellular,364,-1,1,m
70,retired,divorced,primary,hispanic,no,383,no,cellular,50,-1,0,f
36,admin.,married,secondary,asian,no,0,no,unknown,117,-1,0,m
31,technician,single,secondary,white,no,0,no,cellular,213,-1,0,m
45,management,single,tertiary,asian,no,16,no,cellular,59,-1,0,m
31,admin.,single,secondary,asian,no,8626,no,cellular,155,-1,0,m
26,blue-collar,married,primary,black,no,40,no,cellular,49,-1,0,f
43,technician,married,tertiary,white,no,1796,no,cellular,352,-1,0,m
46,admin.,married,unknown,white,no,5511,no,cellular,414,389,1,m
26,admin.,single,secondary,black,no,255,no,cellular,190,-1,1,m
29,unemployed,married,secondary,hispanic,no,39,no,cellular,184,-1,0,m
40,technician,married,secondary,asian,no,697,no,cellular,220,219,0,f
41,housemaid,married,primary,black,no,379,no,unknown,9,-1,0,m
32,management,married,tertiary,white,no,3154,no,cellular,126,44,0,f
44,technician,married,secondary,black,no,608,no,cellular,128,-1,0,f
46,admin.,married,secondary,white,no,-42,no,telephone,181,-1,0,f
53,blue-collar,married,secondary,asian,no,1027,no,cellular,102,121,0,f
30,technician,married,tertiary,white,no,0,no,cellular,351,-1,0,m
53,blue-collar,married,unknown,hispanic,no,960,no,unknown,180,687,0,f
66,retired,married,tertiary,black,no,3,no,cellular,550,-1,1,f
28,services,married,secondary,white,no,376,no,telephone,49,-1,0,f
29,admin.,single,secondary,asian,no,345,no,cellular,60,-1,0,m
35,services,married,secondary,hispanic,no,629,no,cellular,518,-1,0,m
34,technician,married,tertiary,asian,no,0,no,cellular,589,-1,0,f
31,entrepreneur,married,tertiary,asian,no,1216,no,cellular,150,-1,0,f
31,technician,divorced,tertiary,white,yes,1200,no,cellular,62,-1,0,m
37,admin.,married,secondary,black,no,637,no,unknown,1084,-1,0,f
40,entrepreneur,married,tertiary,asian,no,865,no,cellular,170,-1,0,f
58,blue-collar,married,secondary,hispanic,no,25,no,unknown,486,-1,1,f
41,management,single,unknown,white,no,335,no,cellular,44,-1,0,f
26,admin.,married,tertiary,asian,no,906,no,cellular,109,160,0,m
60,retired,married,primary,white,no,949,no,telephone,239,-1,0,f
46,management,single,secondary,black,yes,177,no,cellular,437,-1,0,m
52,management,single,tertiary,asian,no,37,no,cellular,1284,-1,0,f
41,housemaid,married,primary,hispanic,no,322,no,cellular,105,324,0,f
47,housemaid,single,tertiary,black,no,3232,no,telephone,294,274,0,f
51,services,married,primary,asian,no,0,no,cellular,121,-1,0,m
56,management,divorced,tertiary,black,no,505,no,cellular,108,199,0,m
70,technician,married,secondary,hispanic,no,3020,no,telephone,56,-1,0,m
70,retired,married,secondary,asian,no,3175,no,cellular,115,-1,0,m
30,technician,single,secondary,black,no,2734,no,cellular,459,-1,1,m
73,retired,married,secondary,hispanic,no,19,no,cellular,509,-1,0,f
41,management,married,tertiary,asian,no,2487,no,cellular,206,97,0,m
31,admin.,married,secondary,white,no,439,no,unknown,233,-1,0,m
48,blue-collar,married,primary,white,no,8,no,cellular,43,-1,0,f
70,retired,married,secondary,black,no,1164,no,telephone,208,-1,0,m
55,retired,married,secondary,asian,no,5,no,unknown,108,-1,0,f
41,retired,single,primary,asian,no,2579,no,cellular,235,287,0,m
49,blue-collar,divorced,secondary,black,no,10613,no,cellular,1226,-1,1,m
39,admin.,divorced,secondary,hispanic,no,32,no,unknown,8,-1,0,m
31,management,single,tertiary,black,no,284,no,cellular,45,-1,0,f
56,retired,married,primary,black,no,9367,no,cellular,320,101,1,f
35,technician,married,secondary,hispanic,no,254,no,cellular,153,-1,0,m
36,management,married,tertiary,asian,no,287,no,cellular,156,-1,0,m
59,self-employed,married,tertiary,asian,no,10360,no,unknown,37,-1,0,f
37,services,married,secondary,hispanic,no,981,no,cellular,682,386,1,m
41,housemaid,married,primary,white,no,365,no,cellular,203,-1,0,f
46,technician,single,tertiary,asian,no,628,no,cellular,454,-1,0,f
42,technician,married,secondary,asian,no,166,no,cellular,319,-1,0,f
30,student,single,tertiary,black,no,3300,no,cellular,1571,-1,1,m
38,management,married,secondary,white,no,10357,no,cellular,103,-1,0,m
36,services,single,secondary,asian,no,80,no,cellular,258,-1,0,m
41,entrepreneur,divorced,tertiary,hispanic,no,285,no,cellular,158,-1,0,m
50,management,married,primary,white,no,313,no,telephone,958,-1,1,f
38,services,married,secondary,asian,no,309,no,unknown,160,-1,0,m
47,management,married,secondary,hispanic,no,1077,no,cellular,367,-1,0,m
39,self-employed,single,tertiary,asian,no,3972,no,cellular,122,-1,0,m
34,management,married,tertiary,black,no,0,no,cellular,125,-1,0,f
25,admin.,single,secondary,hispanic,no,425,no,cellular,100,-1,0,m
35,technician,married,secondary,hispanic,no,-116,no,cellular,339,-1,0,f
48,technician,married,secondary,white,no,761,no,cellular,307,-1,0,f
34,management,married,tertiary,black,no,2611,no,cellular,235,-1,0,f
35,unemployed,single,tertiary,asian,no,415,no,cellular,649,176,1,m
57,services,married,secondary,asian,no,315,no,cellular,127,-1,0,f
57,housemaid,married,primary,white,no,85,no,unknown,194,-1,0,m
41,unknown,married,unknown,white,no,779,no,cellular,647,-1,0,f
41,management,married,tertiary,black,no,23,no,cellular,80,-1,0,m
42,technician,single,unknown,hispanic,no,11115,no,cellular,187,102,1,m
44,management,married,tertiary,black,no,-692,no,cellular,52,-1,0,m
50,blue-collar,married,primary,black,no,3764,no,telephone,214,99,1,m
56,services,married,unknown,black,no,0,no,cellular,83,-1,0,m
30,technician,single,secondary,asian,no,167,no,unknown,9,-1,0,f
27,self-employed,single,secondary,hispanic,no,50,no,cellular,168,-1,0,f
49,management,married,tertiary,black,no,78,no,cellular,257,-1,0,m
34,self-employed,married,secondary,asian,no,1813,no,cellular,370,-1,0,m
60,retired,married,secondary,asian,no,89,no,cellular,156,-1,0,m
36,management,married,primary,black,no,22856,no,unknown,1098,-1,0,f
29,management,single,tertiary,black,no,475,no,cellular,346,-1,0,f
43,technician,divorced,secondary,asian,no,6835,no,unknown,262,-1,0,m
57,technician,divorced,tertiary,asian,no,126,no,telephone,166,-1,1,f
56,management,married,tertiary,white,no,0,no,cellular,194,-1,0,f
36,management,single,unknown,hispanic,no,601,no,cellular,237,-1,0,f
31,unemployed,married,secondary,white,no,20,no,cellular,304,71,0,m
59,retired,married,primary,black,no,56,no,cellular,432,-1,0,f
55,blue-collar,married,primary,hispanic,no,3873,no,telephone,222,-1,0,f
30,management,single,tertiary,asian,no,3473,no,cellular,1209,-1,1,m
46,management,married,tertiary,white,no,0,no,cellular,83,-1,0,m
59,entrepreneur,married,primary,white,no,222,no,cellular,97,-1,0,m
58,blue-collar,married,primary,hispanic,no,96,no,unknown,76,-1,0,f
43,unemployed,married,secondary,asian,no,775,no,cellular,325,124,0,f
31,admin.,single,secondary,black,no,523,no,cellular,323,109,0,f
37,technician,divorced,tertiary,hispanic,no,39,no,cellular,74,-1,0,m
43,admin.,married,secondary,asian,no,-150,no,cellular,62,136,0,f
27,student,single,secondary,white,no,162,no,telephone,116,-1,0,m
53,blue-collar,single,unknown,black,no,0,no,unknown,140,-1,0,m
45,admin.,married,secondary,black,no,236,no,cellular,703,-1,1,m
36,management,single,tertiary,hispanic,no,156,no,cellular,122,-1,0,f
26,student,single,secondary,hispanic,no,203,no,cellular,104,196,0,f
31,technician,single,tertiary,black,no,208,no,cellular,1344,-1,1,m
30,self-employed,married,tertiary,hispanic,no,2666,no,cellular,781,89,1,f
47,technician,single,secondary,hispanic,no,-504,no,cellular,108,-1,0,m
39,management,married,secondary,white,no,2198,no,unknown,418,-1,0,f
44,blue-collar,married,primary,white,no,8,no,cellular,531,-1,0,m
55,technician,married,secondary,black,no,462,no,cellular,116,-1,0,m
32,technician,single,secondary,asian,no,29,no,cellular,156,-1,0,m
39,unknown,married,secondary,asian,no,1701,no,unknown,140,-1,0,f
36,entrepreneur,married,tertiary,black,no,6,no,telephone,246,-1,0,m
53,self-employed,single,unknown,asian,no,289,no,cellular,502,-1,0,f
45,self-employed,married,secondary,white,no,3080,no,cellular,296,-1,0,f
35,entrepreneur,married,secondary,asian,no,2008,no,unknown,178,-1,0,m
50,housemaid,married,secondary,black,no,0,no,unknown,551,-1,0,f
38,entrepreneur,married,tertiary,white,no,1438,no,cellular,122,-1,0,m
31,technician,single,secondary,black,no,4,no,cellular,202,-1,0,m
54,management,married,secondary,asian,no,1987,no,cellular,219,-1,0,m
61,management,married,secondary,black,no,1471,no,cellular,331,-1,0,m
36,admin.,married,secondary,asian,no,4011,no,unknown,10,-1,0,m
45,admin.,single,secondary,white,no,205,no,cellular,329,-1,0,f
24,blue-collar,single,secondary,asian,no,9883,no,cellular,210,-1,1,m
48,management,married,tertiary,black,no,363,no,cellular,67,-1,0,m
49,technician,married,secondary,white,no,308,no,cellular,266,-1,0,m
47,management,married,tertiary,black,no,1147,no,cellular,204,-1,0,f
31,management,married,tertiary,asian,no,216,no,cellular,47,-1,0,f
45,admin.,divorced,secondary,hispanic,no,1201,no,cellular,652,-1,0,m
59,housemaid,married,primary,white,no,96,no,cellular,88,-1,0,f
32,self-employed,single,tertiary,hispanic,no,12269,no,unknown,141,-1,0,m
43,entrepreneur,married,secondary,black,no,3766,no,cellular,84,-1,0,m
32,management,single,tertiary,white,no,90,no,cellular,116,-1,0,f
34,technician,married,secondary,asian,no,2467,no,cellular,368,-1,0,m
35,self-employed,married,tertiary,hispanic,no,1987,no,cellular,335,-1,0,m
39,admin.,divorced,secondary,asian,no,1086,no,cellular,92,-1,0,m
35,management,single,tertiary,hispanic,no,2015,no,cellular,60,390,0,m
37,management,single,secondary,black,no,655,no,cellular,258,-1,0,f
42,technician,married,secondary,asian,no,5455,no,cellular,149,-1,0,f
50,management,married,secondary,white,no,2910,no,telephone,790,-1,0,f
52,technician,married,secondary,white,no,945,no,unknown,16,-1,0,m
57,unknown,married,unknown,black,no,2266,no,unknown,42,-1,0,f
54,technician,married,secondary,asian,no,306,no,cellular,107,-1,0,m
38,blue-collar,single,secondary,white,no,1121,no,unknown,203,-1,0,m
29,management,single,tertiary,asian,no,2753,no,cellular,645,-1,1,f
45,blue-collar,married,primary,hispanic,no,866,no,unknown,319,-1,0,f
50,services,married,secondary,white,no,748,no,unknown,147,-1,0,m
38,self-employed,married,unknown,hispanic,no,10855,no,unknown,57,-1,0,m
35,technician,married,secondary,black,no,1,no,cellular,215,-1,0,m
51,housemaid,married,primary,black,no,1382,no,unknown,226,-1,0,m
57,housemaid,divorced,primary,white,no,492,no,telephone,181,-1,0,f
36,technician,married,secondary,hispanic,no,1975,no,cellular,835,-1,0,f
38,technician,married,tertiary,white,no,88,no,cellular,282,186,1,m
78,retired,divorced,primary,asian,no,527,no,cellular,193,-1,1,f
52,blue-collar,married,secondary,black,no,409,no,cellular,137,-1,0,m
75,admin.,married,unknown,black,no,1093,no,cellular,369,-1,0,m
60,housemaid,married,unknown,white,no,491,no,cellular,503,-1,0,f
36,technician,single,secondary,asian,no,0,no,cellular,85,-1,0,f
44,services,single,secondary,white,no,618,no,cellular,193,-1,1,m
26,management,single,tertiary,white,no,55,no,cellular,165,-1,0,f
27,blue-collar,single,primary,hispanic,no,377,no,cellular,645,-1,1,f
34,technician,married,tertiary,white,no,218,no,cellular,109,-1,0,m
57,management,divorced,unknown,white,no,0,no,cellular,102,-1,0,m
55,admin.,married,secondary,hispanic,no,-2,no,cellular,76,-1,0,m
49,technician,married,secondary,asian,no,378,no,unknown,189,-1,0,f
34,entrepreneur,married,tertiary,asian,no,4343,no,unknown,85,-1,0,f
34,admin.,married,secondary,black,no,247,no,cellular,401,-1,1,m
53,management,married,tertiary,white,no,3634,no,cellular,211,88,1,m
30,management,married,tertiary,hispanic,no,1077,no,cellular,124,-1,0,f
38,self-employed,divorced,secondary,white,yes,2,no,cellular,291,-1,0,m
35,self-employed,married,tertiary,hispanic,no,1340,no,cellular,169,-1,0,m
33,technician,married,secondary,black,no,620,no,cellular,106,-1,0,f
27,blue-collar,married,primary,hispanic,no,-413,no,unknown,422,-1,1,m
22,student,single,primary,hispanic,no,423,no,cellular,316,179,1,f
59,unemployed,divorced,secondary,hispanic,no,7469,no,cellular,287,130,0,m
27,admin.,single,secondary,asian,no,3629,no,cellular,66,-1,0,f
33,admin.,single,secondary,white,no,289,no,cellular,515,6,0,m
44,admin.,married,secondary,hispanic,no,1497,no,unknown,60,-1,0,f
44,management,divorced,tertiary,asian,no,0,no,unknown,491,-1,0,f
32,management,single,tertiary,hispanic,no,10281,no,cellular,400,-1,1,f
38,blue-collar,married,primary,asian,no,298,no,unknown,147,-1,0,f
35,management,married,tertiary,asian,no,0,no,cellular,240,-1,0,f
61,retired,married,primary,hispanic,no,56,no,cellular,288,-1,1,m
35,self-employed,married,secondary,black,no,0,no,cellular,64,-1,0,m
54,management,single,tertiary,hispanic,no,0,no,telephone,133,-1,0,m
61,management,married,tertiary,asian,no,267,no,cellular,190,-1,1,m
33,management,married,tertiary,black,no,3696,no,cellular,305,182,0,m
37,housemaid,married,unknown,hispanic,no,3075,no,unknown,29,-1,0,m
30,management,single,tertiary,hispanic,yes,35,no,cellular,185,-1,0,f
45,admin.,married,secondary,asian,no,248,no,cellular,212,-1,0,f
32,technician,single,tertiary,asian,no,1038,no,cellular,128,-1,0,f
30,services,single,secondary,black,no,370,no,cellular,142,-1,0,f
30,services,single,secondary,hispanic,no,188,no,cellular,49,-1,0,f
55,self-employed,married,primary,black,no,325,no,cellular,439,-1,0,f
48,entrepreneur,married,primary,white,no,2675,no,cellular,123,-1,0,m
47,technician,married,secondary,white,no,487,no,cellular,218,177,0,f
68,retired,married,tertiary,white,no,2812,no,cellular,392,181,1,m
58,services,divorced,secondary,hispanic,no,183,no,cellular,167,-1,0,m
48,management,married,tertiary,white,no,4803,no,telephone,413,-1,0,m
25,student,single,tertiary,asian,no,293,no,cellular,231,-1,0,f
33,housemaid,single,secondary,black,no,191,no,cellular,118,-1,0,f
39,blue-collar,married,secondary,black,no,1751,no,cellular,178,-1,0,m
57,management,divorced,tertiary,white,no,236,no,cellular,120,-1,0,f
26,blue-collar,single,secondary,asian,no,450,no,cellular,542,-1,0,f
35,unemployed,married,secondary,hispanic,no,978,no,cellular,660,182,1,m
52,technician,married,secondary,black,no,117,no,cellular,959,186,1,m
48,housemaid,divorced,secondary,hispanic,no,-621,no,cellular,552,-1,0,m
32,blue-collar,single,secondary,black,no,-197,no,cellular,99,-1,0,m
44,blue-collar,married,secondary,hispanic,no,289,no,unknown,300,-1,0,f
46,management,married,tertiary,asian,no,699,no,cellular,241,-1,0,m
25,student,single,secondary,black,no,486,no,cellular,273,199,1,m
58,services,married,primary,black,no,443,no,telephone,41,204,0,f
57,management,married,tertiary,hispanic,no,1318,no,cellular,142,-1,0,f
40,unemployed,divorced,secondary,white,no,452,no,cellular,98,-1,0,m
37,blue-collar,married,secondary,hispanic,no,523,no,unknown,257,-1,0,f
34,unemployed,married,tertiary,hispanic,no,10,no,cellular,71,-1,0,m
35,management,married,tertiary,white,no,2583,no,cellular,210,-1,0,m
59,blue-collar,divorced,primary,black,no,153,no,cellular,268,-1,0,f
70,retired,married,primary,asian,no,324,no,cellular,632,308,1,f
46,admin.,married,secondary,black,no,2148,no,cellular,176,-1,0,m
50,technician,married,secondary,black,no,3654,no,cellular,215,78,1,f
72,retired,married,primary,hispanic,no,0,no,cellular,348,94,0,m
41,admin.,single,secondary,hispanic,no,0,no,telephone,286,-1,0,m
56,housemaid,married,primary,black,no,871,no,telephone,149,-1,0,m
53,management,married,secondary,asian,no,2693,no,cellular,90,104,1,m
42,technician,married,secondary,hispanic,no,2980,no,unknown,101,-1,0,f
46,management,single,tertiary,asian,no,2223,no,unknown,67,-1,0,m
59,management,divorced,tertiary,black,no,81,no,cellular,140,-1,0,m
75,retired,divorced,primary,hispanic,no,1926,no,cellular,761,93,0,f
76,self-employed,married,unknown,black,no,4984,no,telephone,403,182,1,f
58,management,single,tertiary,white,no,2297,no,cellular,96,-1,0,f
43,management,married,tertiary,hispanic,yes,0,no,cellular,25,-1,0,m
42,services,married,tertiary,asian,no,4216,no,cellular,186,-1,1,m
59,technician,divorced,secondary,white,no,-296,no,cellular,34,-1,0,f
43,admin.,married,secondary,hispanic,no,352,no,cellular,165,-1,0,m
34,admin.,married,secondary,black,no,0,no,cellular,136,-1,0,m
42,blue-collar,married,secondary,white,no,698,no,unknown,729,-1,0,m
36,management,single,tertiary,hispanic,no,436,no,cellular,567,595,1,m
46,management,married,tertiary,asian,no,242,no,cellular,120,96,1,f
57,unemployed,married,secondary,hispanic,no,890,no,cellular,343,-1,0,f
67,retired,married,primary,asian,no,2391,no,cellular,737,186,1,f
77,retired,married,primary,asian,no,2590,no,telephone,345,178,1,f
24,technician,single,secondary,white,no,598,no,cellular,762,182,1,m
21,technician,single,unknown,white,no,360,no,cellular,131,-1,1,m
52,blue-collar,married,secondary,asian,no,955,no,cellular,153,48,1,f
42,management,married,tertiary,hispanic,no,-671,no,cellular,80,-1,0,m
50,admin.,married,secondary,hispanic,no,4855,no,cellular,720,-1,1,f
36,self-employed,married,tertiary,black,no,12132,no,telephone,146,-1,0,m
38,technician,single,secondary,white,no,207,no,unknown,76,-1,0,m
45,services,married,secondary,black,no,162,no,unknown,166,-1,0,f
28,services,single,secondary,asian,no,198,no,cellular,159,-1,0,f
58,management,married,tertiary,black,no,96,no,cellular,850,-1,1,f
56,management,married,primary,white,no,870,no,cellular,220,179,1,m
57,admin.,single,secondary,white,no,2223,no,cellular,1064,-1,1,f
47,blue-collar,married,secondary,hispanic,no,4840,no,unknown,53,-1,0,m
50,services,married,secondary,black,yes,0,no,telephone,35,-1,0,m
37,self-employed,single,tertiary,white,no,1188,no,cellular,310,-1,1,f
34,management,married,tertiary,black,no,255,no,cellular,78,-1,0,f
39,admin.,single,secondary,black,no,35,no,unknown,242,-1,0,f
42,management,divorced,secondary,asian,no,640,no,cellular,545,-1,0,m
48,admin.,divorced,secondary,black,no,362,no,cellular,529,-1,1,m
49,services,married,secondary,black,no,-106,no,unknown,10,-1,0,m
48,management,married,tertiary,hispanic,no,13501,no,unknown,63,-1,0,m
60,retired,divorced,tertiary,black,no,2166,no,unknown,8,-1,0,f
38,self-employed,single,tertiary,black,no,973,no,cellular,138,-1,0,f
39,management,married,tertiary,asian,no,4539,no,cellular,301,-1,0,m
38,admin.,married,secondary,hispanic,no,6706,no,cellular,143,-1,0,f
46,management,married,tertiary,black,no,5108,no,cellular,165,-1,0,f
40,admin.,married,secondary,black,no,3234,no,unknown,82,-1,0,m
54,management,single,tertiary,black,no,2081,no,cellular,395,108,0,f
59,retired,married,secondary,white,no,3414,no,telephone,117,-1,0,f
49,management,married,tertiary,hispanic,no,865,no,cellular,280,-1,0,f
43,technician,married,secondary,white,no,0,no,cellular,313,-1,0,f
54,blue-collar,married,primary,black,no,1033,no,unknown,152,-1,0,m
45,management,married,tertiary,black,no,2022,no,unknown,340,-1,0,m
37,self-employed,single,secondary,hispanic,no,125,no,unknown,56,-1,0,m
56,blue-collar,divorced,primary,hispanic,no,0,no,unknown,134,-1,0,m
35,management,married,tertiary,asian,no,43,no,cellular,917,-1,1,m
40,management,married,tertiary,asian,no,3812,no,cellular,58,-1,0,m
31,self-employed,single,tertiary,black,no,91,no,unknown,206,-1,0,m
56,retired,divorced,primary,asian,no,694,no,cellular,144,102,1,f
26,technician,single,tertiary,asian,no,515,no,cellular,775,-1,1,f
60,housemaid,married,primary,black,no,182,no,cellular,141,10,0,m
60,blue-collar,married,primary,hispanic,no,1472,no,unknown,36,-1,0,m
52,unemployed,married,primary,asian,no,255,no,cellular,374,-1,0,f
59,unknown,married,unknown,black,no,1541,no,cellular,790,-1,0,m
25,admin.,single,secondary,hispanic,no,654,no,cellular,216,-1,0,m
55,blue-collar,married,primary,white,no,2896,no,unknown,138,-1,0,f
49,admin.,married,secondary,asian,no,2062,no,unknown,132,-1,0,f
40,technician,married,secondary,black,no,232,no,cellular,366,-1,0,f
29,management,single,tertiary,white,no,-223,no,cellular,208,-1,0,f
49,entrepreneur,single,secondary,hispanic,no,259,no,cellular,149,-1,0,f
53,housemaid,married,secondary,asian,no,1103,no,cellular,274,-1,0,m
34,admin.,married,secondary,hispanic,no,869,no,unknown,1677,-1,1,m
28,technician,divorced,tertiary,white,no,47,no,cellular,304,-1,0,f
38,self-employed,married,secondary,asian,no,-10,no,unknown,137,-1,0,m
24,self-employed,single,tertiary,hispanic,no,2376,no,cellular,122,-1,1,f
35,technician,married,tertiary,asian,no,1654,no,cellular,169,-1,0,m
35,technician,married,secondary,white,no,0,no,cellular,106,-1,0,f
24,admin.,single,secondary,white,no,99,no,cellular,56,-1,0,m
61,retired,married,primary,black,no,2863,no,cellular,264,-1,0,m
53,technician,single,primary,white,no,481,no,cellular,399,-1,0,m
54,self-employed,married,unknown,asian,no,204,no,cellular,231,-1,0,m
42,management,single,tertiary,white,no,1608,no,cellular,13,-1,0,f
32,management,single,tertiary,white,no,0,no,cellular,282,-1,0,m
42,blue-collar,married,secondary,black,no,2913,no,cellular,127,184,0,m
36,blue-collar,married,secondary,black,no,2103,no,unknown,71,-1,0,m
54,admin.,single,secondary,black,no,2423,no,unknown,75,-1,0,f
31,blue-collar,single,secondary,white,no,5607,no,unknown,261,-1,0,m
57,blue-collar,married,primary,asian,no,4073,no,unknown,193,-1,0,m
33,blue-collar,married,secondary,black,no,53,no,cellular,113,-1,0,f
58,management,divorced,tertiary,white,no,0,no,cellular,73,-1,0,m
45,technician,married,secondary,white,no,1240,no,cellular,269,-1,0,f
25,technician,single,tertiary,black,no,226,no,cellular,366,-1,0,f
70,retired,married,secondary,hispanic,no,616,no,cellular,149,182,0,m
40,management,married,tertiary,black,no,384,no,cellular,200,327,0,f
34,technician,married,tertiary,black,no,4953,no,cellular,235,-1,0,m
37,entrepreneur,single,tertiary,black,no,65,no,cellular,20,113,0,f
29,services,married,secondary,black,no,399,no,cellular,210,-1,0,m
33,technician,single,secondary,hispanic,no,2085,no,cellular,501,-1,1,f
33,management,married,tertiary,asian,no,3401,no,cellular,253,-1,1,m
36,management,married,unknown,hispanic,no,0,no,unknown,131,-1,0,m
28,technician,single,secondary,hispanic,no,1241,no,cellular,343,-1,0,m
48,blue-collar,married,secondary,white,no,893,no,cellular,62,-1,0,f
36,services,married,secondary,asian,no,417,no,telephone,11,-1,0,f
23,admin.,single,secondary,black,no,749,no,cellular,315,-1,0,m
52,housemaid,married,primary,hispanic,no,994,no,cellular,188,-1,0,f
28,services,single,secondary,hispanic,no,458,no,cellular,112,201,0,m
35,management,single,unknown,white,no,342,no,cellular,427,-1,0,m
56,unemployed,divorced,secondary,black,no,763,no,unknown,181,-1,0,f
31,technician,married,tertiary,asian,no,1385,no,cellular,116,-1,0,m
31,management,married,tertiary,asian,no,50,no,cellular,37,-1,0,m
46,self-employed,single,secondary,hispanic,no,526,no,cellular,523,87,1,f
21,unemployed,single,secondary,hispanic,no,280,no,cellular,280,-1,0,f
50,technician,married,tertiary,asian,no,3117,no,unknown,174,-1,0,m
54,admin.,married,secondary,asian,no,4943,no,cellular,145,-1,0,f
68,retired,married,primary,white,no,7945,no,cellular,210,-1,0,m
58,retired,married,secondary,black,no,13,no,cellular,92,-1,0,m
30,services,single,secondary,white,no,114,no,cellular,110,-1,0,m
32,student,single,tertiary,black,no,1138,no,telephone,402,-1,1,f
52,housemaid,married,primary,white,no,335,no,cellular,217,-1,0,f
57,retired,single,secondary,black,no,1640,no,unknown,204,-1,0,f
39,management,single,tertiary,black,no,307,no,cellular,182,-1,1,f
38,housemaid,divorced,secondary,white,no,216,no,cellular,97,-1,0,f
48,services,married,primary,black,no,717,no,cellular,450,-1,0,f
56,retired,married,primary,white,no,-1,no,cellular,89,-1,0,f
56,blue-collar,married,secondary,hispanic,no,3129,no,unknown,33,-1,0,m
28,management,single,unknown,asian,no,81,no,cellular,158,-1,0,f
37,blue-collar,single,primary,hispanic,no,7027,no,unknown,65,-1,0,m
57,technician,married,tertiary,black,no,6822,no,cellular,797,-1,1,f
35,admin.,single,secondary,white,no,303,no,cellular,173,190,1,f
41,blue-collar,single,secondary,white,no,98,no,cellular,97,-1,0,m
37,management,married,tertiary,black,no,4174,no,cellular,183,-1,0,f
29,blue-collar,married,primary,hispanic,no,243,no,cellular,109,-1,0,m
33,technician,single,secondary,asian,no,659,no,cellular,274,-1,0,f
41,management,married,tertiary,black,no,3348,no,cellular,74,-1,0,f
67,retired,divorced,primary,black,no,2027,no,cellular,161,-1,1,m
60,services,married,secondary,asian,no,292,no,cellular,260,195,0,m
32,admin.,married,secondary,white,no,205,no,cellular,197,-1,0,f
60,retired,married,secondary,asian,no,6132,no,cellular,266,-1,0,m
36,services,married,secondary,white,no,238,no,cellular,424,-1,0,m
42,unknown,single,tertiary,hispanic,no,2918,no,unknown,18,-1,0,f
